eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,motive,guncertain1,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,ransom,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,date,month,day_of_week
201607200033,2016,7,20,0,Northern,Metula,33.277232,35.578235,1.0,0,,"07/20/2016: Assailants opened fire on an Israel Defense Forces (IDF) post in Metula, Northern, Israel. There were no casualties. No group claimed responsibility for the incident.",1,1,0,1,4.0,Lack of Intentionality,0.0,0,0,2,Armed Assault,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Israel Defense Forces (IDF),Post,97.0,Israel,Unknown,,0.0,0,-99.0,0.0,0.0,,,,5,Firearms,5.0,Unknown Gun Type,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,There is doubt that this incident meets terrorism-related criteria. Sources stated that security forces were investigating whether the gunfire was deliberate or accidental.,"""Shots fired at IDF post near Lebanon border; no injuries,"" Jerusalem Post, July 20, 2016.",,,START Primary Collection,-9,-9,0,-9,2016-07-20,7.0,2.0
201607200036,2016,7,20,0,West Bank,Duma,32.059555,35.367734,1.0,0,,"07/20/2016: Assailants threw a Molotov cocktail at a Palestinian house in Duma, West Bank. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Israeli settlers.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,155.0,West Bank and Gaza Strip,Israeli settlers,,0.0,0,-99.0,0.0,0.0,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0.0,,,"""Israeli settlers suspected in arson attack in West Bank village,"" Deutsche Presse-Agentur, July 20, 2016.","""Palestinian Official Suspects Settlers Behind Second Duma Arson Attack; No Injuries Reported,"" Ma'an News Agency, July 20, 2016.","""Another arson in town where family was burned to death last year,"" International Middle East Media Center, July 20, 2016.",START Primary Collection,1,0,0,1,2016-07-20,7.0,2.0
201607220090,2016,7,22,0,West Bank,Wadi Fukin,31.706881,35.103824,1.0,0,,"07/22/2016: Assailants set fire to wheat fields in Wadi Fukin, West Bank. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Israeli settlers.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,72.0,Farmer,Not Applicable,Wheat Fields,155.0,West Bank and Gaza Strip,Israeli settlers,,0.0,0,-99.0,0.0,0.0,,,,8,Incendiary,18.0,Arson/Fire,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,Wheat crops were damaged in this attack.,0.0,,,"""Palestinians decry impunity for Israeli settler attacks,"" DailyMe.Com, August 3, 2016.",,,START Primary Collection,1,0,0,1,2016-07-22,7.0,4.0
201607240030,2016,7,24,0,West Bank,Nablus,32.222272,35.253507,1.0,0,The incident occurred in the Askar al-Balad neighborhood,"07/24/2016: Assailants opened fire on the house of Mohammad Dweikat, a mayoral candidate, in Nablus, West Bank. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,1,Assassination,14,Private Citizens & Property,84.0,Political Party Member/Rally,Unknown,House of Mayoral Candidate: Mohammad Dweikat,155.0,West Bank and Gaza Strip,Unknown,"The specific motive is unknown; however, sources noted that Mohammad Dweikat was a Nabulas city mayoral candidate in an upcoming election.",0.0,0,1.0,0.0,0.0,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,A pistol and a machine gun were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unspecified number of houses were damaged in this attack.,0.0,,,"""PA Security Sources Say Unidentified Men Open Fire at House of Nablus Mayoral Candidate, No Injuries,"" Ma'an News Agency, July 24, 2016.",,,START Primary Collection,-9,-9,0,-9,2016-07-24,7.0,6.0
201607260030,2016,7,26,0,West Bank,Jerusalem,31.863239,35.228098,1.0,0,The incident occurred at the Qalandiyah checkpoint.,"07/26/2016: An assailant attempted to attack the Qalandiyah checkpoint in Jerusalem, West Bank. The assailant was wounded in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,1.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,,0.0,0.0,0.0,1.0,0.0,1.0,0,,,,,0.0,,,"""Palestinian Teen Shot, Lightly Wounded at Jerusalem Checkpoint,"" Haaretz, July 26, 2016.","""Checkpoint guards shoot knife-carrying Palestinian woman,"" The Times Of Israel, July 26, 2016.",,START Primary Collection,0,0,0,0,2016-07-26,7.0,1.0
201607310032,2016,7,31,0,West Bank,Nablus,32.222272,35.253507,1.0,0,,"07/31/2016: An assailant attempted to stab Israeli soldiers at a checkpoint in Nablus, West Bank. The soldiers repelled the assault, killing the assailant. No group claimed responsibility for the incident; however, sources identified the assailant as a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,A knife was used in the attack.,1.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,"""Attempted stabbing thwarted at Hawara checkpoint,"" Jerusalem Post, July 31, 2016.","""Israel: Palestinian who tried to stab soldiers shot dead,"" Associated Press, July 31, 2016.","""Israel: Palestinian who tried to stab soldiers shot dead,"" Palestiniannews.net, July 31, 2016.",START Primary Collection,0,0,0,0,2016-07-31,7.0,6.0
201608030039,2016,8,3,0,West Bank,Beit El,31.9416,35.222734,1.0,0,,"08/03/2016: Assailants threw an explosive device at an Israel Defense Forces (IDF) checkpoint in Beit El, West Bank. There were no reported casualties as the device failed to detonate. No group claimed responsibility for the attack.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97.0,Israel,Unknown,,0.0,0,-99.0,0.0,0.0,,,,6,Explosives,31.0,Pipe Bomb,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"""Pipe Bomb Thrown at IDF Checkpoint Near Beit El,"" MyInforms, August 3, 2016.",,,START Primary Collection,-9,-9,0,-9,2016-08-03,8.0,2.0
201608040051,2016,8,4,0,Jerusalem,Jerusalem,31.774722,35.177778,1.0,0,The incident occurred in the Mount Herzl area of the city.,"08/04/2016: An assailant armed with a knife was arrested before he could carry out an attack at a light rail stop in Mount Herzl neighborhood, Jerusalem, Israel. The assailant, identified as a Palestinian extremist, claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,2,Armed Assault,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Passengers,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,1.0,1.0,8.0,Personal claim,,9,Melee,23.0,Knife or Other Sharp Object,A knife was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"""Palestinian teen arrested for allegedly attempting knife attack on Jerusalem light rail,"" The Sydney News, August 4, 2016.",,,START Primary Collection,1,0,0,1,2016-08-04,8.0,3.0
201608110046,2016,8,11,0,West Bank,Jerusalem,31.784837,35.224613,1.0,0,The incident occurred near the Beit Hoshen neighborhood.,"08/11/2016: An assailant stabbed an Israeli civilian in Jerusalem, West Bank. The civilian was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,1,1,0,,,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,A screwdriver was used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,"""Attempted stabbing attack thwarted at checkpoint in N. West Bank, one injured,"" Jerusalem Post, August 14, 2016.","""Jewish Man Stabbed In Suspected Jerusalem 'Terror' Attack: Police,"" AFP (World Service), August 11, 2016.","""Suspected Stabbing in East Jerusalem Leaves One Wounded,"" Haaretz, August 11, 2016.",START Primary Collection,0,0,0,0,2016-08-11,8.0,3.0
201608140035,2016,8,14,0,West Bank,Shaked,32.472689,35.169184,1.0,1,,"08/14/2016: An assailant stabbed an Israeli soldier at a checkpoint near Shaked, West Bank. The soldier was wounded in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,1.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,A knife was used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,"""Attempted stabbing attack thwarted at checkpoint in N. West Bank, one injured,"" Jerusalem Post, August 14, 2016.","""Attempted stabbing attack at checkpoint in N. West Bank,"" Jerusalem Post, August 14, 2016.","""ATTACKER STABS FEMALE SOLDIER IN NORTHERN W. BANK,"" Jerusalem Post, August 14, 2016.",START Primary Collection,0,0,0,0,2016-08-14,8.0,6.0
201608210017,2016,8,21,0,Southern,Sderot,31.5282,34.596381,1.0,0,,"08/21/2016: Assailants fired a rocket into Sderot, Southern district, Israel. There were no reported casualties in the attack. The Popular Front for the Liberation of Palestine (PFLP) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the imprisonment of PFLP member Bilal Kayid. Ahfad al-Sahaba-Aknaf Bayt al-Maqdis also claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Sderot City,City,97.0,Israel,Popular Front for the Liberation of Palestine (PFLP),"The Popular Front for the Liberation of Palestine (PFLP) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the imprisonment of PFLP member, Bilal Kayid.",0.0,0,-99.0,0.0,1.0,10.0,Unknown,1.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",A rocket was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two buildings were damaged in this attack.,0.0,,,"""Rocket fired from Gaza strikes Sderot in southern Israel,"" JTA, August 21, 2016.","""Israeli army attacks Gaza town in reprisal against rockets,"" Xinhua General News Service, August 21, 2016.","""Israel Retaliates After Palestinian Rocket Hits Southern City,"" Bloomberg, August 21, 2016.",START Primary Collection,0,0,0,0,2016-08-21,8.0,6.0
201608240045,2016,8,24,0,West Bank,Yitzhar,32.168663,35.236201,1.0,1,,"08/24/2016: An assailant stabbed an Israel Defense Forces (IDF) soldier near Yitzhar, West Bank. The assailant was killed while the soldier was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist, identified as Sami Abu Ourab.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,,1.0,0.0,1.0,1.0,0.0,0.0,0,,,,,0.0,,,"""Breaking: IDF soldier lightly hurt in West Bank stabbing attack,"" Jerusalem Post, August 24, 2016.","""Israeli military: Palestinian killed after stabbing soldier,"" Associated Press, August 24, 2016.","""Israeli Soldier Wounded in West Bank Stabbing; Palestinian Assailant Shot Dead,"" Haaretz, August 24, 2016.",START Primary Collection,0,0,0,0,2016-08-24,8.0,2.0
201609030052,2016,9,3,0,Southern,Unknown,31.476205,34.553451,4.0,0,The incident occurred near the Gaza border.,"09/03/2016: Assailants opened fire on an Israel Defense Forces (IDF) patrol near the Gaza border in Southern district, Israel. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Palestinian extremists.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Israel Defense Forces (IDF),Patrol,97.0,Israel,Palestinian Extremists,,0.0,0,-99.0,0.0,0.0,,,,5,Firearms,5.0,Unknown Gun Type,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"""IDF under fire from Gaza overnight,"" Jerusalem Post, September 6, 2016.",,,START Primary Collection,1,0,0,1,2016-09-03,9.0,5.0
201609050086,2016,9,5,0,Southern,Unknown,31.476205,34.553451,4.0,0,The incident occurred near the Gaza border.,"09/05/2016: Assailants opened fire on an Israel Defense Forces (IDF) patrol near the Gaza border in Southern district, Israel. There were no reported casualties. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Israel Defense Forces (IDF),Patrol,97.0,Israel,Unknown,,0.0,0,-99.0,0.0,0.0,,,,5,Firearms,5.0,Unknown Gun Type,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"""IDF under fire from Gaza overnight,"" Jerusalem Post, September 6, 2016.",,,START Primary Collection,-9,-9,0,-9,2016-09-05,9.0,0.0
201609160006,2016,9,16,0,West Bank,Jerusalem,31.784837,35.224613,1.0,0,The incident occurred at the Damascus Gate in the Old City neighborhood.,"09/16/2016: An assailant attempted to stab Israeli Border Police officers at the Damascus Gate in Jerusalem, West Bank. The assailant was killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist, identified as Saeed Amro.",1,1,1,0,,,0.0,0,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Israeli Border Police,Officers,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,A knife was used in the attack.,1.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,"""Terrorist stabs, wounds 2 Israeli Border Police officers in Jerusalem attack,"" Jerusalem Post, September 19, 2016.","""Two Palestinians and a Jordanian killed after attacking Israelis, officials say,"" Los Angeles Times, September 16, 2016.","""Jordanian national tries to stab cops at Damascus Gate, is shot,"" The Times Of Israel, September 16, 2016.",START Primary Collection,0,0,0,0,2016-09-16,9.0,4.0
201609160007,2016,9,16,0,West Bank,Kiryat Arba,31.529733,35.118225,1.0,1,The incident occurred near Kiryat Arba.,"09/16/2016: Two assailants rammed a vehicle into a bus stop near Kiryat Arba, West Bank. One assailant was killed and one assailant and three Israeli civilians were injured in the attack and ensuing clash. Palestinian extremists, identified as Fares Khadour and Raghad Abdullah Abdullah Khaddour, claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,19,Transportation,101.0,Bus Station/Stop,Unknown,Bus Stop,97.0,Israel,Palestinian Extremists,,0.0,0,2.0,1.0,1.0,8.0,Personal claim,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,1.0,0.0,1.0,4.0,0.0,1.0,1,3.0,Minor (likely < $1 million),-99.0,A bus was damaged in this attack.,0.0,,,"""A Palestinian terror assailant's final morning leading up to attack,"" Jerusalem Post, September 19, 2016.","""Two Palestinians and a Jordanian killed after attacking Israelis, officials say,"" Los Angeles Times, September 16, 2016.","""Three Israeli Civilians Hurt in West Bank Car-Ramming, Army Says,"" Bloomberg, September 16, 2016.",START Primary Collection,0,0,0,0,2016-09-16,9.0,4.0
201609160008,2016,9,16,0,West Bank,Hebron,31.530243,35.094162,1.0,0,The incident occurred near the Tel Rumeida neighborhood.,"09/16/2016: An assailant stabbed an Israel Defense Forces (IDF) soldier in Hebron, West Bank. The assailant was killed and the soldier was injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist, identified as Muhammad al-Rajabi.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,A knife was used in the attack.,1.0,0.0,1.0,1.0,0.0,0.0,0,,,,,0.0,,,"""Jordanian terrorist thwarted in Jerusalem; attempted ramming near Kiryat Arba,"" Jerusalem Post, September 16, 2016.","""Two Palestinians and a Jordanian killed after attacking Israelis, officials say,"" Los Angeles Times, September 16, 2016.","""Three Israeli Civilians Hurt in West Bank Car-Ramming, Army Says,"" Bloomberg, September 16, 2016.",START Primary Collection,0,0,0,0,2016-09-16,9.0,4.0
201609170012,2016,9,17,0,West Bank,Hebron,31.530243,35.094162,1.0,0,The incident occurred near the Tel Rumeida neighborhood.,"09/17/2016: An assailant stabbed and wounded an Israel Defense Forces (IDF) soldier near Tel Rumeida in Hebron, West Bank. The assailant was killed in the ensuing clash. No group claimed responsibility for the incident; however, sources identified the assailant as a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,A knife was used in the attack.,1.0,0.0,1.0,1.0,0.0,0.0,0,,,,,0.0,,,"""Two Palestinians attempt knife attack in Hebron; both assailants shot,"" Jerusalem Post, September 19, 2016.","""Terrorist stabs IDF soldier in Hebron, lightly injuring him,"" Jerusalem Post, September 17, 2016.","""Watch: Terrorist attempts to kill soldier in Hebron attack,"" Jerusalem Post, September 17, 2016.",START Primary Collection,0,0,0,0,2016-09-17,9.0,5.0
201609180012,2016,9,18,0,West Bank,Efrat,31.65552,35.151497,1.0,0,,"09/18/2016: An assailant stabbed and wounded an Israel Defense Forces (IDF) officer in Efrat, West Bank. The assailant was also injured in the ensuing clash. No group claimed responsibility for the incident; however, sources identified the assailant as Baha a-Din Muhammad Khalil, a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,1.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,,0.0,0.0,0.0,2.0,0.0,1.0,0,,,,,0.0,,,"""Developing: Soldier stabbed in Efrat, sixth attack in 48 hours,"" Jerusalem Post, September 18, 2016.","""Israeli police stabbed amid fears of resurgence in Palestinian attacks; Two officers wounded at gate to Jerusalem's Old City, the sixth violent incident in four days,"" The Guardian (London), September 19, 2016.","""Palestinian stabs Israeli officer amid new surge in violence,"" Associated Press, September 18, 2016.",START Primary Collection,0,0,0,0,2016-09-18,9.0,6.0
201609190007,2016,9,19,0,West Bank,Jerusalem,31.784837,35.224613,1.0,0,The incident occurred at Herod's Gate in the Old City neighborhood.,"09/19/2016: An assailant stabbed and injured two Border Police officers at Herod's Gate in Jerusalem, West Bank. The assailant was also injured in the ensuing clash. No group claimed responsibility for the incident; however, sources identified the assailant as Ayman Kurd, a Palestinian extremist.",1,1,1,0,,,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Israeli Border Police,Officers,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,1.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,,0.0,0.0,0.0,3.0,0.0,1.0,0,,,,,0.0,,,"""Terrorist stabs, wounds 2 Israeli Border Police officers in Jerusalem attack,"" Jerusalem Post, September 19, 2016.","""Two Palestinians attempt knife attack in Hebron; both assailants shot,"" Jerusalem Post, September 19, 2016.","""2 Israeli police officers wounded, one seriously, in Jerusalem stabbing,"" JTA, September 19, 2016.",START Primary Collection,0,0,0,0,2016-09-19,9.0,0.0
201609190008,2016,9,19,0,West Bank,Hebron,31.530243,35.094162,1.0,0,,"09/19/2016: Two assailants stabbed and injured a Border Police officer at a checkpoint in Hebron, West Bank. The two assailants were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources identified the assailants as Palestinian extremists.",1,1,1,0,,,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Israeli Border Police,Officers,97.0,Israel,Palestinian Extremists,,0.0,0,2.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,Knives were used in the attack.,2.0,0.0,2.0,1.0,0.0,0.0,0,,,,,0.0,,,"""Two Palestinians attempt knife attack in Hebron; both assailants shot,"" Jerusalem Post, September 19, 2016.","""2 Palestinian attackers killed as West Bank violence rises,"" San Francisco Chronicle, September 19, 2016.","""2 Israeli police officers wounded, one seriously, in Jerusalem stabbing,"" JTA, September 19, 2016.",START Primary Collection,0,0,0,0,2016-09-19,9.0,0.0
201609190009,2016,9,19,0,West Bank,Hebron,31.530243,35.094162,1.0,0,The incident occurred in the Abu Sneina neighborhood.,"09/19/2016: An assailant attempted to stab military personnel in Abu Sneina, Hebron, West Bank. The assailant was arrested before carrying out the attack. No group claimed responsibility for the incident; however, sources identified the assailant as a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,1.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,"""Palestinian attempts to stab IDF soldier near Hebron; assailant shot,"" Jerusalem Post, September 20, 2016.","""Two Palestinians attempt knife attack in Hebron; both assailants shot,"" Jerusalem Post, September 19, 2016.","""Palestinian Shot in Attempted West Bank Stabbing, Military Says,"" Haaretz, September 20, 2016.",START Primary Collection,0,0,0,0,2016-09-19,9.0,0.0
201609200005,2016,9,20,0,West Bank,Bani Naim,31.518477,35.162794,1.0,0,,"09/20/2016: An assailant attempted to stab an Israeli soldier at a checkpoint in Bani Naim, West Bank. The assailant was killed in the ensuing clash and was the only reported casualty. No group claimed responsibility for the incident; however, sources identified the assailant as a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,,1.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,"""Palestinian attempts to stab IDF soldier near Hebron; assailant shot,"" Jerusalem Post, September 20, 2016.","""Palestinian Shot in Attempted West Bank Stabbing, Military Says,"" Haaretz, September 20, 2016.","""Terrorist Killed in Bani Na’im Attack, Soldier Injured,"" Jewish Press, September 20, 2016.",START Primary Collection,0,0,0,0,2016-09-20,9.0,1.0
201609200032,2016,9,20,0,Jerusalem,Jerusalem,31.7716,35.203401,1.0,0,,"09/20/2016: Assailants threw two Molotov cocktails at Israel Defense Forces (IDF) personnel in Jerusalem, Israel. There were no reported casualties. No group claimed responsibility for the attack.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Israel Defense Forces (IDF),Patrol,97.0,Israel,Unknown,,0.0,0,-99.0,0.0,0.0,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,Two Molotov cocktails were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Unspecified property was damaged in this attack.,0.0,,,"""IDF Soldiers Attacked in Several Locations Around Jerusalem,"" MyInforms, September 20, 2016.",,,START Primary Collection,-9,-9,0,-9,2016-09-20,9.0,1.0
201609230010,2016,9,23,0,West Bank,Kiryat Arba,31.529733,35.118225,1.0,0,,"09/23/2016: An assailant attempted to stab Israel Defense Forces (IDF) soldiers at a checkpost in Kiryat Arba, West Bank. The assailant was injured in the attack. No group claimed responsibility; however, sources identified the assailant, Osama Murad Zeidat, as a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Israel Defense Forces (IDF),Checkpost,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,1.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,A knife was used in the attack.,0.0,0.0,0.0,1.0,0.0,1.0,0,,,,,0.0,,,"""Palestinian Teen Shot During Attempted Stabbing Near Hebron,"" Haaretz, September 23, 2016.","""Palestinian Shot after Attempting to Stab Israeli Soldier,"" Latin American Herald Tribune, September 23, 2016.","""New Terror Wave in Israel: Where Did Attacks Occur,"" Haaretz, September 20, 2016.",START Primary Collection,0,0,0,0,2016-09-23,9.0,4.0
201609300016,2016,9,30,0,West Bank,Jerusalem,31.863239,35.228098,1.0,0,The incident occurred at the Qalandiyah checkpoint.,"09/30/2016: An assailant stabbed an Israel Defense Forces (IDF) soldier at the Qalandiyah checkpoint in Jerusalem, West Bank. The assailant was killed and the soldier was injured in the ensuing clash. No group claimed responsibility; however, sources identified the assailant as a Palestinian extremist.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97.0,Israel,Palestinian Extremists,,0.0,0,1.0,0.0,0.0,,,,9,Melee,23.0,Knife or Other Sharp Object,A knife was used in the attack.,1.0,0.0,1.0,1.0,0.0,0.0,0,,,,,0.0,,,"""IDF soldier in moderate but stable condition after being stabbed Friday,"" Jerusalem Post, October 1, 2016.","""Palestinian who wounded Israeli guard killed,"" Arab News, October 1, 2016.","""IDF soldier injured in stabbing attack; Terrorist was eliminated,"" MyInforms, October 1, 2016.",START Primary Collection,0,0,0,0,2016-09-30,9.0,4.0
